,text
374, why not boo media ran a story on buttigieg historic run saying he attracted people at a rally in… 
375,_polls _inc buttigieg and klobuchar dropping out will help biden in some of the close races
376,now that he has dropped out too will chris matthews be announcing his endorsement of biden along with klobuchar and buttigieg this evening
377,klobuchar and buttigieg are class acts patriots who will continue to mold our political future … 
378,klobuchar buttigieg to join biden on stage on super tuesday eve 
379,"klobuchar ends bid set to join buttigieg in biden endorsement ahead of super tuesday

"
380, she lost to buttigieg every primary and to klobuchar in nh if she wants to salvage any cred… 
381,_polls _inc nc is for biden if you give him most of the buttigieg and klobuchar votes 🤷‍♂️
382,moments after buttigieg dropped out trump revealed what's really going on 
383,pete buttigieg endorsing joe biden just proves that he has no moral backbone and is nothing more than centrist scum… 
384,"i'm down with thisassuming joe's going shopping for a young strong smart veep

"
385, _train pete is openly narcissistic has literally s… 
386,pete buttigieg and amy klobuchar are throwing their support behind joe biden after dropping out of the race th… 
387,via : what happens to early votes already cast for klobuchar and buttigieg 
388," the ""electability"" thing is incoherent people do not think in neat boxes take my dad:

he's a laborm… "
389,many of us were suspect about pete buttigieg's progressive values some even thought he was taking away from sander… 
390, _yenta meh warren is not running against djt plus who’s to say she’s not pulling in buttigieg… 
391,"obama nudged buttigieg in direction of biden endorsement 

nosuperdelegates 😱
scprimary… "
392,cnn marvels at ‘awesome’ ‘well done’ buttigieg speech with ‘even stephen baritone’ voice 
393, amy maybe but pete buttigieg has enough money to stay in longer he raised a lot of money also harry r… 
394,i applaud buttigieg and hope the petetobiden supporters will help dems win against trump this is how you support… 
395,"the left needs to unite now
"
396,he is going to back biden and bernie knows they are trying to defeat him but some of bernie's people are viscous… 
