,text
266,"buttigieg’s unlikely run ended last night as strangely as it began 
"
267,it's kind of gross to imply that buttigieg/klobuchar dropped out simply to help biden they never ever ever had the… 
268, give it a rest bernie the democrat voters have spoken & will continue to speak you know full well… 
269,the supporters of buttigieg and klobuchar switched their allegiance to biden they are afraid bernie sanders will d… 
270,_ what's really sad about the prospect of a biden nomination is i do not think we lacked for some real… 
271,it’s a bad look for the party no matter how we slice it especially since warren and klobuchar were clearly the mo… 
272, _w_gordon i hope biden would listen but he warren and klobuchar showed no vision in their trans… 
273,i suspect biden will extensively use klobuchar o'rourke and buttigieg on the campaign trail to help him o'rourke… 
274, me too after amy klobuchar withdrew
275, _lively… 
276, i think you’re mixing the primary electorate and the general electorate biden is going to… 
277, warren was always my number but i had a number a caucus makes you think min… 
278, he’s a troll he’s crying foul over mayor pete and amy klobuchar’s endorsements of bide but does that mean… 
279," just said that maddow's interview was ""simply the best interview of bernie sanders i have ever seen"" i w… "
280,"running mate theories
bernie sanders amy klobuchar
joe biden andrew yang"
281, in a shocking element of story cohesion both trump and biden get coronavirus and bite the big one… 
282,"bloomberg buttigieg and klobuchar are predictable because whatever they are at least you know who they are

wit… "
283, harris warren klobuchar i'd love to see him put yang buttigeig and whichever one is not the vp… 
284, fewer people in the race benefit only one person biden the number of sanders suppor… 
285, only if amy klobuchar is his running he needs to win macomb county michigan
286," vp kamala harris 
romney treasury 
bloomberg commerce
warren education… "
287, yup which is why i've often wondered why do not they just wonk they're way over to rep… 
288,"ingrahamangle they're actually trying to spin this as an organic groundswell for biden
it was carefully orchestrat… "
289,with tulsigabbard outlasting harris buttigieg klobuchar and bloomberg and now poised to appear in the next deba… 
290, _jollett there’s something about her that bothers me lo… 
291, well that’s the problemno one knows who is making calls to buttigieg who inexplicably drops out d… 
292,"🔥breaking from pundit analytics🔥

 has spent ~k+ on facebook ads over the past hours touting… "
293, your stupidity doesn’t speak for those who thought that klobuchar or mayor peter pan and th… 
294, zev i’ve knocked doors in states for ew and attended a rally she’s smart funny honest… 
295, and also amy klobuchar all will men were incredible w/answering rachel’s… 
296," no either guy needs a younger veep

klobuchar harris castro budiegieg

warren should stay in for… "
297, what's also noteworthy is that this is most talent the establishment has right now pete butti… 
298, based on that logic bloomberg took votes from biden and so did klobuchar and buttegieg before they drop… 
299,_ you should really tell klobuchar about minnesota because she spent spent her entire campaign reminding… 
