,text
329," no idea on vp 

my choice for the democratic nominee would be warren but i think bernie might be the winner"
330,_txt not even gna peep it bc ik it's garbage my mom's literally an abuser a misandrist (who is still some… 
331, nope sorry i’m staying with warren bernie supporters have done nothing the l… 
332,bernie sanders’s elizabeth warren problem 
333, especially considering how often warre… 
334,done either warren or sanders would have been good for me 
335,warren is the smart qualified dedicated candidate we're always seeking she's ready to work for us all she need… 
336, do they think warren is parasite in this comparison is parasite a movie they have seen
337," she was a warren supporter
"
338, warren is a liar
339, that may be the case i do think people are prob underestimating the crossover potential at least a bit e… 
340, … 
341,i like the lineup and i will vote for whoever the nominee is but biden is slipping mentally and he is no match f… 
342,preach it i’ll say this again if you vote for warren because you truly believe that she’s the best choice then s… 
343, warren should drop out and consolidate the progressive vote behind the front runner
344,the amount of shit i get for supporting senator warren as white cis male isquite a lot wonder how women put up with it all the time
345,whoever comes out of tomorrow (or the convention) should be adopting warren’s anticorruption/antikleptocracy plan… 
346," bernie isn’t progressive he’s just a narcissist

 we want to take votes from him b… "
347, who are you guys replying to a theoretical warren voter in this thread
348, do they really and truly believe that warren's numbers are going to magically rise like excalibur… 
349,_ (/) although i'm not calling for her to step down yet that's apples and oranges those calling for her… 
350, nope bernie's bros and some metoo warriors who support bernie and warren tried to railroad matthews and… 
351, no contest if you really want to be trump it’s not with bernie there are no re… 
352,it’s not too late 
353,antiamerican elizabethwarren vows to reinstate welfaredependent immigration to us via 
354, elizabeth warren sexually identifies as a tepee lets use the appropriate pronouns please
355, misleading and deceitful the ad leads the watcher to believe obama endorses warren he has not
356," this is bullshit

warren acts as a downward pressure on sanders' ability to consolidate the left"
357," i know i just couldn’t resist 😂

neither did i eliminate warren i actually really like… "
358,today i'm joining more than other young leaders across the country from states and the district of columbia… 
359,_jeremy_ wow that's like biden yes for first @ cents given warren no @ c and bloomberg no @ c
360, bernie warren has admitted she’s actively trying to thwart bernie at this point which will leave us w… 
361, i think the idea that bernie has to cut deal with warren at convention to get her delegates is similar: if he… 
362,elizabeth warren has been doing the work of governing for many months by developing detailed coherent plans for ac… 
363,"a lot of the white progressives ik are asking warren to drop out for bernie 
) as a poc bernie often feels like… "
364, so you’re saying warren is a complete moron who has no understanding of how american elect… 
365,this routine is vile this is why harassment in the workplace occurs demanding people to sing praises of m… 
366, this only makes a lick of sense if you’re taking for granted that there’s no merit to any criticism… 
367, bernie will take ma me & vt tomorrow thanks for playing liz maybe he’ll offer her… 
368,bernie has consistently avoided attacking other candidates who have been smearing him relentlessly he still will not… 
369, _nick it’s a case for herself it’s not… 
370,_agust i don’t think warren will endorse bernie; she has to know what role she’s been playing especially wit… 
371,my whole timeline is filled with people calling for warren to drop out and people calling people sexist for calling… 
372,_germain the polls i’ve seen show the percentage stagnant at around … 
373,@_kongu_ not everyone just warren and strategic… 
374,"i still think warren is decent but the ""she's electable if you fucking vote for her"" shit is the political version… "
375, i agree with you it is worse for girls to see women run and then for th… 
376,that grim reaper knocking on doors meme only the reaper is liz warren and the doors are bloomberg's and matthews' dressing rooms
377," will always have my vote the democrats casting her aside to ""beat trump"" are the reason trump got elected… "
378,"_rosenblatt lol there's a real cynical part of me that wishes warren would drop out an endorse biden
i do not… "
379, how is she benefiting us by staying in the race many of the klobuchar and buttigieg vote… 
380, i voted early and i voted with my heart senator warren i still vow to votebluenomatterwho
381,_of_woe _hickman quotes of him not wanting to waste time (my words) on that typ… 
382,if oregon's primary was tomorrow i'd be voting for elizabeth warren she's who i want to be president i do not get… 
383, but all this assumes that warren would even negotiate with bernie and not biden… 
384, warren is correct there but bernie has her agenda on most policy issues still surprised to… 
385, or warren
386, states have voted this is a false narrative lies warren gets my vote tomorrow
387, warren will pick up more klob voters than biden as the last woman standing
388,"instead of complaining about warren not dropping out send some texts for bernie 

"
389, should w… 
390, and wouldn’t it be great if elizabeth warren were to have a weak showing tomorrow (and i’m not necess… 
391, i really really really wanted a woman president finally in america i voted early for klobuchar… 
392,gonna take this one more step closer to “galaxy brain” biden drops out later this week it’ll be sanders warren a… 
393,drucilla cornell: ‘elizabeth warren was a rightwing reaganite’ via 
394,as much as i appreciate the warren superfan rts flooding my timeline all day it's a losing battle fam 
395, elizabeth warren persisted and in the doing there was finally a media opening to discuss his… 
396,"this is not a two person race :)

biden: needs delegates to win
sanders: needs 
warren: needs 

if… "
397,i think warren is setting up to use her delegates between bernie or biden depending on which one offers her a better deal
398, one of their people was actually really rude to me when i said i was a warren supporter
399,__fist sure but it's equally arguable that that's part of bernie's appeal and if he did perso… 
400,__terra how do you use hand sanitizer improperly now all i can picture is the i… 
401,warren has been my second choice and it would not have even been a hard decision to vote for her if she became the n… 
402,did he make a nasty comment about the looks of warren or klobuchar or did he compliment one of the young women wor… 
403,“there comes a time when you ought to start doing what you want take a job that you love you will jump out of bed… 
404,phone banking for elizabeth warren tomorrow
405,_mishiev __ i mean a lot of people are yelling at warren supporters
406,"for the warren and sanders supporters who've spent the last couple days arguing our kumbaya news:
"
407, warren is my st choice but i'm not sure she will still be in the rac… 
408,"oh hello i didn’t see you there warren 

"
409, no he will not he's done he knows that if he spends any more time in the limel… 
410, i know warren is better than that
411, honestly i’d prefer if beto had endorsed warren before biden
412, _del_mar _roberts any and all of them if you're still… 
413, i am staying with warren come on another old white guy have not we done that enough already
414, a recent morning consult poll did show sanders as a popular second choice candidate for everyone aside… 
415,🤢 sorry just thought about how warren might halt the leftist movement for a generation
416,it’s weird* to me how many people are calling for warren to drop out and support bernie as if she owes him anythin… 
417, what do you think about warren's plan
418, oh bernie brother let's see bernie convince her without her it's biden all the way too bad you… 
419,north warren over hopatcong girls basketball njsiaa njg st round 
420,even chris matthews dropped out before warren warrenendorsebiden 
421, agreed but i guess i’m just trying to understand your point with the above tweet if you’re insin… 
422,_ at this point oddly enough the line between what is radical and what is normative or a f… 
423,before the bs sanders/warren would've been a slam dunk what an embarrassing mess that said our movement does not… 
424, _teresa warren and klobuchar are very smart people they know what st… 
425,i have knocked doors and made over calls in california i have trained over volunteers to do the same… 
426," could be beto
omg what if it's warren"
427, report this weekend a female hardball guest saying he made her uncomfortable w/ an off… 
428," i'll point out things there 
 it's an apples/oranges comparison since war… "
429,man i do not even know about people making important political decisions based on how nice some of their supporters… 
430,i asked a guy on fb why he was supporting bernie over warren his answer was that he actually liked warren better b… 
431,i love that ellen pao is voting for warren 
432, will go down in history as one of most embarrassing moments of the campaign somebody with som… 
433, saying warren is the best chance for having a progressive win the primary is inaccurate to t… 
434,to be authentic you need courage and humility it means addressing our fears of being exposed rejected and hurt on… 
435, btw () the only candidate banking on a brokered convention right now… 
436, i hope mayor pete will run again i wish him and his husband all the best i think senator warren will have my vote👍
437, a vote for warren is a vote for biden
438, yeah and thats bad you dont have to ke… 
439, as long as people liked and watched his show and by the way warren i… 
