,text
281,"warren: vote
sanders: blue 
biden: no matter
bloomberg: not you
gabbard: or you"
282,oped: joe biden is the white moderate dr king warned us about  via 
283, biden and bernie are both crazy
284,_weather bernie will almost certainly win minnesota now but biden will get more delegates nationally since h… 
285, definitely biden as a pete supporter i know that’s where his and my beliefs closely align
286, _turnbull _milano from biden's website h… 
287,joe bidenbringing ‘cool’ back to the white house 
288,biden starts quoting the declaration of independence but it goes all kinds of wrong 
289," why are you lecturing me 

i am a progressive

that's why i'm voting for the one true progressive in bernie"
290,_depresso % they were made to go by dnc or donors to save face for future runs and stop b… 
291, dude even now you're like warren or sanders really how do you justify this in the face of all moderate… 
292,"hmmmmmthis can only help jumbled joey right 😉

"
293, biden was a good vp no question that does not mean he would be a good potus we can not expect real fundame… 
294,joe biden becomes youngest male candidate in democrat primary 
295,as a person who had to go to a speech therapist when i was younger if you come for biden’s stutter which also app… 
296, biden moderate supporting a moderate
297,buttigieg klobuchar will endorse biden in dallas tonight; here's how that changes the race 
298,all said and done i think all these drop outs and endorsements will make biden viable in every state… 
299, it’s a bidenwe have to beat trump he’s dying to run against bernie
300,"in addition biden people chant ""i have what i need i do not give a damn if you do not"" this is why we need to vo… "
301," they actually think there are trump ""swing voters"" and have embarked on a fool's errand to attract them… "
302, ben most polling has the bulk of petes support going to bernie wehile the… 
303, all i'm saying is if you're going to vote for biden be prepared to put… 
304, _leah biden seems comfortably past the threshold since butti… 
305, hunter biden did this to his own brother
306,"bloomberg at fox news town hall predicts 'horse trading' 
& deals' at contested convention… "
307, he doesn’t give a rip about bernie he’s planning an ad hominem attack on biden who will be the nomin… 
308,plagiarism in joe biden's presidential campaign via 
309,i'm growing more and more concerned that the liz lads or biden buddies will despite all of their protests vote fo… 
310, i'm voting for biden sanders sounds to much like trump when accusing people of… 
311," biden said his memory ""failed him""

this pathetic and perpetual liar is not someone i want with the n… "
312, i want drump outwe need a good candidate biden or bloomberg will do the job
313, this is what we heard from hillary biden will get crucified by trump you didn’t liste… 
314, biden is a segregationist and done ideas are better than others it’s very odd to vote… 
315," uh nice try oops

"
316, i've seen a tweet today that said the market went up because biden won sc i personally do not believe it
317, trump will literally tear the ever living shit out of biden i do not get why anyone would back mr creep i mean biden
318,report: pete buttigieg likely to endorse joe biden via 
319,she will not get it in a brokered convention either the establishment is backing biden staying in the race and spli… 
320,please do not let the dnc steal it for biden 
321," losing respect/trust 
you did not join the fight in / and now you're splitting prog vote with no viabl… "
322,biden needs to just say no 
323,"_says biden loses bernie wins

frankly yang’s campai… "
324, i mean it's certainly worse than someone winning a majority outright… 
325, no problem let biden take hillary's advice and blame the loss on sexism
326, so many political pundits do not get that voters know trump will do anything as potus to achieve his part… 
327, and i really don’t get why she hasn’t fully addressed the native issues especially when people have pu… 
328, well incase you’re hard of understanding the point is that anyone who switches from warren to biden clear… 
329, i thought you said it was biden or warren now it’s bernie or warren because of you old fashioned politic… 
330, i chose biden
331,"who's in the next debate biden bloomberg warren the contrast will be massive

no more wasting time on candidate… "
332, i think we can agree beating trump is a huge priority (if i’m wrong please lmk) i ju… 
333,"i would suggest that nevertrump does not have as much influence as he believes he does
trump… "
334,former vice president joe biden secured the endorsements from allegheny county executive rich fitzgerald and oth… 
335,i'm putting this out to no one but i proudly voted for in the ca primary and i want her to win but i… 
336,"i cannot express strongly enough how much that ain’t it chief

"
337,if is our nominee i promise to hold biden to a commitment to furthering equality for the lbgtq community an… 
338, i heard that interview and that’s not exactly what he said he said he called pete and said if he if… 
339,if you watched the dem debates then you had to wonder why everyone went so easy on joe biden especially when he wa… 
340, i will never support biden i'm over and done with the corrupt democratic party 
341, someone has to push the wheelchair for biden
342," june you forgot the word wait at the end of this tweet 

biden will literally be trumps piñata i can’t wait"
343, more likely they would have voted for biden
344,a lot of democrats are posting long boring ass essays on facebook how theyre compromising all their values and that… 
345," biden he knows all the world leaders
biden is your reset button"
346,_milano i’m sorry for me biden is more of the same tired of it 😒
347,"very very cool: dick van dyke public enemy (ff you're fired)
very very uncool: bill murray mia farrow
cool = k… "
348, the choice is simple biden who has a poor women's health record and plenty of documented creepy con… 
349, biden is so full of shit
350,biden wins south carolina hopes for super tuesday momentum 
351,brain freeze: joe biden urges voters to show up on ‘super thursday’ 
352, its such an arrogant stance they take that if you vote joe biden you are not for the working people… 
353, i voted biden today
354, from another tweet biden inappropriately touches w… 
355, first bernie doesn’t want to delete aca we will transition awa… 
356, dear nopicture you are wrong biden supports republicans and wants to take away social security too he… 
357, you should do the other biden instead i do not think this looks good tbh
358, how does that affect my life or yours or anyone else's that is not a beltway creep i do not care about the… 
359,_bowman _va_ centrists have a pretty strong record of losing so i rea… 
360, trump doesn’t need to do anything shokin who biden got fire… 
361, it’s true though if anybody can beat trump it’s biden and they definitely don’t want a socialist getting the nod
362,people making fun on biden’s speech impediment are really fucking classy ableism
363, the same with klobachar very odd that in hours they drop out and are supporting biden quid quo pro here
364,is not this literally the exact thing that happens to trump on a regular basis mid sentence it's like his brain gli… 
365, i voted for warren early in ca and i thought if she does not make it i would be okay vo… 
366,"chris matthews retiring it's kind of tragic he hung on about a year too long

kind of like the democrats hanging on to biden"
367,why choose a man who looks like a walking corpse & would be an automatic lame duck candidate biden needs to go hom… 
368, i’m concerned too definitely that’s their plan i just hope that when ‘moderate’ voters are forced to choo… 
369,biden has been proven to be a a lying dogfaced pony soldier here it is fact check him 
370,we’re fucked if biden gets the nominations 
371, warrenendorsebernie if you dont you're a traitor to progressives you played a game to fool the public i… 
372,has anyone joked about chris matthews endorsing biden at rally tonight yet
373, looked good but i’m worried the centrist coalescing around biden will help him big time in the suburbs near dc
374,real talk: either at the contested convention after the first ballot or he legit wants bernie i joke he wants ber… 
375," & are also now endorsing 

tune in tuesday at am as we get you ready… "
376,biden forgets interviewer’s name after he’s asked about mental competence youtube 
377,so far i'm counting houses(klobuchar warren and boot edge edge) and a mansion(bernie) to get biden in the door… 
378,if brennan endorsesbiden a real crook 
379, you are clearly the only enemy of the american peo… 
380," he got impeached for being republican 

biden is a salad"
381, biden’s and warren’s plan have one thing in common they are ach… 
382,though warren is my choice i’m fine with the other democratic candidates biden is fine sanders is fine they are… 
383, i'm praying that biden gets the democratic nomination potus will destroy him he also needs to add… 
384," ""people""
how many 

is it fair to say if this was a big deal to more then wonks that h clinton… "
385, exactly my retired military parents are definately not south carolina establishment democ… 
386,amy klobuchar ends presidential campaign will support biden via 
387,watching the start of hardball and trying to guess what chris matthew’s headline would be was always a fun moment… 
388,biden is basically just a milder trump and it's frankly kind of digusting 
389,"trump v bernie or trump v biden

trump wins big either way

joe biden botches declaration of independence quote

"
390, biden; although i like warren and bloomberg too
391,i can almost picture all the great things a joe biden presidency would accomplish we would all pay steep fines for… 
392,this is exactly why warren's choice in the next hours is critical if she takes it to the convention and splits… 
393,lol sure was quiet until biden won sc 🙄 
394, like warren but a vote for her is a vote for biden at this point but a… 
395, i see no evidence biden will support any of yang's platform other than lip servic… 
396, but a sanders presidency would be far better tan either warren or biden plus data shows he beats trump a… 
397,_burbidge _geek but the vote is already split neither sanders or biden who last w… 
398, nobody is afraid of joe biden including corn pop
399, man dont ruin this for me i wanna see the trump/biden debates lol they had ye… 
400, based on the stats that would lead to a biden victory for sure that's what… 
401,looks like the democratic party will be putting everything they have behind joe biden mayor pete good luck with fu… 
402, _mifsud trump is itching to run against bernie he i… 
403,biden the only president he'll be is of winterhaven rest home meat head is still all that 
404," she’s running to oust trump and to fix the us 

best way to do that is as madam preside… "
405, it’s a good thing biden hasn’t stepped a foot in a st state in a month
406, if your consider yourself a progressive please drop out and endorse bernie the establishment centrists a… 
407,"on jan inauguration day the ages of leading candidates will be:

sanders 
biden 
bloomberg 
tru… "
408,"jim clyburn and sc just gave joe biden's campaign the pills that he gets irl to barely be cogent

tomorrow good o… "
409, funny since sanders is the second choice for pete & warren supporters along with biden supporters 
410," do not misplace anything i think we'll need it again
hang in there 🐝s i believe joe biden will provide… "
411,joe biden becomes youngest male candidate in democrat primary via 
412, biden can help us win back the senate bernie can’t end of story
413,it’s not obvious to me strategically which is better between warren staying in or dropping out all else being equa… 
414, biden is definitely not hillary at all hillary didnt lose because she was the establishmen… 
415, hope you have that same energy in november when the left refuses to vote for biden 😘
416,"there's a plan for biden by the dnc 
he can not talk straight and a lot of gaffes so his vp pick will have to be s… "
417,"talked to boomer who is voting biden because ""he could not run that one time because his son died and the presidency… "
418, i handed in my ballot today waited to see how biden did in sc i'm hoping thoughtf… 
419, didn’t you know that biden has been a sleeper socialist for decades he’s just been hiding it
420,"watch 's broadcast: ""biden wins sc & turkey unleashes diversity"" ft bcp // "
421,is he also flying to dallas to endorse joe biden 
422, i am i think biden is not comfortable battling people who are in reality allies i think with trum… 
423,_klaus biden only has one office in all of california it’s in… 
424, hey biden bro 
425,amy and pete today endorsing joe biden with the dnc behind them 
426,biden is senile literally in his dotage but the democrat party does not care as long as their clique gets back in… 
427,"biden accidentally says 'tomorrow is super thursday' at rally ahead of crucial primaries

"
428, take my advice just end your campaign to be a us senator because you just showed how flawed your t… 
429, independents and disgruntled republicans will not vote for sanders they will v… 
430, also biden: ‘and if not me then vote for the other biden who can’ 🤫🤡
431,if she drops out now and endorses sanders she will be able to preserve some of her dignity and restore some of the… 
432,joe biden badly bungles declaration of independence quote in stump speech 
433," difference in biden and trump

biden corrected himself

trump would have d… "
